epochs,steps_0,steps_1,steps_2,steps_3,diff_0,diff_1,diff_2,diff_3,qmean_0,qmean_1,qmean_2,qmean_3
79,16.0,17.0,,17.0,0.0946945474963253,4.923391062105397e-07,0.0001973281896054,0.0057359052194115,7.536545095379054,2.31562870749622,0.4515817768386984,2.831643572824797
80,16.0,17.0,,17.0,0.0534945166006811,3.2165968042369497e-07,7.519607779970813e-05,0.0495330567612267,7.589932920399884,2.3156290291559,0.4515065807608986,2.8811766295860246
81,16.0,17.0,,17.0,0.0454012565083034,2.0926209997839722e-07,0.0004990808779589,0.0585347285520209,7.635334176908187,2.3156292384180004,0.4511817981697268,2.93924510720804
82,16.0,17.0,,17.0,0.0370934226787123,1.3558269176252248e-07,0.0002064004583393,0.0421978996524423,7.6724275995869,2.315629374000692,0.4509753977113875,2.981443006860482
83,16.0,17.0,,17.0,0.0001365618288036,8.749699604959177e-08,0.0004545368655671,0.0067623270640601,7.6725641614157025,2.315629461497688,0.450731981314899,2.988205333924542
84,16.0,17.0,,17.0,0.0391531792004945,5.6248419314632916e-08,0.0003817695054633,0.0192461717294308,7.711717340616198,2.3156295177461077,0.4503510845655636,3.007451505653973
85,16.0,17.0,,17.0,3.80104949529316e-05,3.6025212526334635e-08,0.0002302369008576,0.0009049449154778,7.711755351111151,2.31562955377132,0.4501208476647061,3.008356450569451
86,16.0,17.0,,17.0,3.0960343611614844e-06,2.2989546532019733e-08,9.319224863637222e-05,0.0007000256517044,7.711758447145512,2.3156295767608666,0.4500276554160697,3.009056476221155
87,16.0,17.0,,17.0,0.0078626414179198,1.4619360453428692e-08,0.0003026995398524,0.0382792424371293,7.719621088563431,2.315629591380227,0.449826740105522,3.0473357186582843
88,16.0,17.0,,17.0,0.0002813892649014,9.264990493571509e-09,0.0006316909809366,0.0987113439194593,7.719902477828333,2.315629600645217,0.4495250851881002,3.146047062577744
89,16.0,17.0,,17.0,7.360353722070822e-06,5.852249871429507e-09,0.000291679353373,0.0386693302583812,7.719909838182057,2.3156296064974677,0.4492334058347271,3.184567921221209
90,16.0,17.0,,17.0,0.0262749402364095,3.6847063454817532e-09,0.0004263203961473,0.0581805412136574,7.746184778418465,2.3156296101821736,0.4488070854385798,3.242748462434867
91,16.0,17.0,,17.0,0.0609371756619404,2.312726158115822e-09,0.0003376107619002,5.801487197932826e-06,7.807121954080406,2.3156296124949,0.4484999804862695,3.242754263922065
92,16.0,17.0,,17.0,0.0311414318398632,1.4471861754143832e-09,0.0001791499655286,7.467524062788836e-07,7.838263385920269,2.315629613942086,0.4483208305207408,3.242755010674471
93,16.0,17.0,,17.0,0.0309652105379539,9.028996563779308e-10,0.0001476686045843,9.135356292917619e-08,7.868531032644269,2.315629614844985,0.4481731619161564,3.2427551020280343
94,16.0,17.0,,17.0,1.1875691166827841e-07,5.616995259879709e-10,0.0001714992289283,1.080939910379133e-08,7.868531151401181,2.315629615406685,0.4480016626872281,3.242755112837433
95,16.0,17.0,,17.0,0.0009703466665277,3.4845862663753516e-10,0.0002506745462409,0.0474757564597923,7.8695014980677085,2.3156296157551437,0.447750988140987,3.290230869297225
96,16.0,17.0,,17.0,0.0002395404774165,2.1558224822639427e-10,0.0002454328978949,0.0427996557971978,7.869741038545125,2.315629615970726,0.4475055552430922,3.333030525094423
97,16.0,17.0,,17.0,0.044155842129032,1.3302087508947948e-10,9.143881586356752e-05,6.082262696077677e-05,7.913896880674158,2.315629616103746,0.4474141164272285,3.333091347721384
98,16.0,17.0,,17.0,6.473276154420141e-06,8.186552772703751e-11,0.0003339266239811,0.0013200538007277,7.913903353950311,2.3156296161856127,0.4472070043422482,3.334411401522112
99,16.0,17.0,,17.0,0.0347158513608094,5.025569264565081e-11,0.0002864342036737,9.644972397328157e-08,7.94861920531112,2.315629616235868,0.4469842333758061,3.334411497971836
100,16.0,17.0,,17.0,0.0001483192599674,3.077509478237392e-11,0.0002936564489804,2.909034762086242e-08,7.948767524571089,2.315629616266643,0.4467920285580263,3.3344115270621835
101,16.0,17.0,,17.0,4.159739991722699e-06,1.8800533283246752e-11,0.0003451021036066,0.000174260470935,7.94877168431108,2.315629616285444,0.4464736818472999,3.3345857875331184
102,16.0,17.0,,17.0,0.0031163679977819,1.1458341882512078e-11,0.0005563512337267,0.1136619434108681,7.951888052308862,2.3156296162969023,0.4459984919185337,3.448247730943987
103,16.0,17.0,,17.0,0.0011734991034721,6.9675201523512975e-12,0.0001895888295926,0.0385366480342761,7.953061551412334,2.3156296163038697,0.445808903088941,3.4867843789782627
104,16.0,17.0,,17.0,0.0012678293493954,4.227323885132899e-12,0.000282247012115,0.0102944226392154,7.954329380761731,2.315629616308097,0.4455266560768259,3.4970788016174783
105,16.0,17.0,,17.0,3.721935784251938e-05,2.5591921389812536e-12,0.0001951258882407,0.0132761775173552,7.954366600119573,2.315629616310656,0.4453315301885852,3.510354979134833
106,16.0,17.0,,17.0,0.0061205024063164,1.545997999973794e-12,0.0002243903636901,0.1172565602255499,7.96048710252589,2.315629616312202,0.4451664980698459,3.627595223193156
107,16.0,17.0,,17.0,8.066263299955125e-05,9.319976786637537e-13,6.506944503151401e-05,0.0016414159790811,7.960567765158889,2.3156296163131342,0.4451014286248144,3.6292366391722375
108,16.0,,17.0,,0.0005995553752126,8.693045493812077e-05,6.055529372139915e-06,,7.961167320534101,0.4450144981698763,3.629242694701609,
109,16.0,,17.0,,0.0004948966930363,0.0003260146174741,6.068209014519767e-07,,7.961662217227137,0.4448137994811031,3.629243301522511,
110,16.0,,17.0,,6.644414610801618e-05,0.0001610392234701,3.7404917853730304e-08,,7.961728661373245,0.4446527602576329,3.629243338927429,
111,16.0,,17.0,,6.100722462719095e-07,7.064989125279105e-05,0.000214899980274,,7.961729271445493,0.4445821103663801,3.629458238907703,
112,16.0,,17.0,,1.582002732920455e-05,6.154571646791749e-05,2.676787064891757e-05,,7.961745091472822,0.4445205646499122,3.629485006778352,
113,16.0,,17.0,,0.0498408977159004,0.0002468868548629,3.19242304148699e-06,,8.01123460645293,0.4442736777950492,3.629488199201393,
114,16.0,,17.0,,0.0003679617273697,0.0002777745035847,4.137734883245037e-07,,8.0116025681803,0.4439959032914645,3.629488612974882,
115,16.0,,17.0,,5.757812742035922e-08,0.0001930420561363,5.380665945071298e-16,,8.011602625758428,0.4438028612353281,3.629488612974882,
116,16.0,,,,4.343840337239641e-05,0.0001177601894633,,,8.0116460641618,0.4436851010458648,,
117,16.0,,,,2.1674064864301685e-07,0.0001124184779854,,,8.011646280902449,0.4435735861797301,,
118,16.0,,,,0.0181251687713838,0.0001920832326981,,,8.029771449673833,0.4433815029470319,,
119,16.0,,,,3.830753916391014e-06,0.0003775127094019,,,8.02977528042775,0.4435348053801002,,
120,16.0,,,,6.701755882378049e-09,0.0001663909162163,,,8.029775287129505,0.4434104866424152,,
121,16.0,,,,0.0001560945797278,0.0002226828758906,,,8.029931381709233,0.4432895770666477,,
122,16.0,,,,1.6813010984561147e-05,0.0001668746529186,,,8.029948194720216,0.443122702413729,,
123,16.0,,,,1.132655040556421e-07,0.0002455952064267,,,8.029948307985721,0.4428886175671724,,
124,16.0,,,,8.39913721279766e-05,0.0002473450614742,,,8.030032299357849,0.4426557862084628,,
125,16.0,,,,8.711547543762034e-05,0.0002536879752946,,,8.030119414833287,0.44241370919538,,
126,16.0,,,,8.875541679424165e-07,7.299714839896245e-05,,,8.030120302387454,0.442340712046981,,
127,16.0,,,,0.0003674508930602,0.0001805309756459,,,8.030487753280514,0.4421601810713351,,
128,16.0,,,,2.297252333252055e-05,0.0001118277833944,,,8.030510725803847,0.4420483532879405,,
129,16.0,,,,1.0139164367293238e-06,0.0001683878914538,,,8.030511739720286,0.4418799653964868,,
130,16.0,,,,1.2723889990462708e-06,0.0003970717167203,,,8.030513012109283,0.4416766807169362,,
131,16.0,,,,1.6582318100405515e-06,0.0003908033667147,,,8.030514670341093,0.4413463882671892,,
132,16.0,,,,8.613545512175181e-06,0.000645129025861,,,8.030523283886605,0.440947715624589,,
133,16.0,,,,6.144304426132985e-07,0.0002250225412573,,,8.030523898317048,0.4407226930833317,,
134,16.0,,,,4.718766603478075e-05,0.0002717106540614,,,8.030571085983084,0.4404509824292704,,
135,16.0,,,,6.783752565827606e-07,0.0003162215886562,,,8.03057176435834,0.4403165453226006,,
136,16.0,,,,0.0217751792440304,0.0001731715907186,,,8.05234694360237,0.4402125560576721,,
137,16.0,,,,3.066244120204159e-08,0.000246027409269,,,8.05234697426481,0.4399855608320153,,
138,16.0,,,,4.18087245704576e-05,0.0004283350773717,,,8.052388782989382,0.4397159404844722,,
139,16.0,,,,2.4884748554003966e-06,0.0002338236146602,,,8.052391271464236,0.4394868634305617,,
140,16.0,,,,2.8008946015439637e-15,0.0003968434756159,,,8.05239127146424,0.4393168831890751,,
141,,,,,0.000226072675628,,,,0.4391218433666934,,,
142,,,,,0.0003040154589256,,,,0.4388634352724408,,,
143,,,,,0.0003137711566636,,,,0.438555036379414,,,
144,,,,,0.0002103068889544,,,,0.4383470761956583,,,
145,,,,,0.0003496637076222,,,,0.4384335128762237,,,
146,,,,,0.0003816203319391,,,,0.4383673591710872,,,
147,,,,,0.0001156837440618,,,,0.4382523862241062,,,
148,,,,,8.300160059574916e-05,,,,0.4381693846235105,,,
149,,,,,0.0001563421432813,,,,0.4380130424802291,,,
150,,,,,5.298568157086035e-05,,,,0.4379600567986583,,,
151,,,,,8.211400575408946e-05,,,,0.437878737342567,,,
152,,,,,0.0001138087616329,,,,0.4377654990377632,,,
153,,,,,8.485875088804389e-05,,,,0.4376914283183288,,,
154,,,,,6.340193798546573e-05,,,,0.4376285419744581,,,
155,,,,,2.6761547268389985e-05,,,,0.4376017804271896,,,
156,,,,,4.026803363540434e-05,,,,0.4375620607223736,,,
157,,,,,0.0001904228461451,,,,0.4374829108208191,,,
158,,,,,0.0001093572617779,,,,0.437398717502846,,,
159,,,,,0.000105257817031,,,,0.4374256883602229,,,
160,,,,,0.0004400135877098,,,,0.4373407305799337,,,
161,,,,,0.0001508935652138,,,,0.4373139590844151,,,
162,,,,,9.902297132963154e-05,,,,0.4372287515693468,,,
163,,,,,0.0004918888182007,,,,0.437161210389295,,,
164,,,,,8.454059764932277e-05,,,,0.4371072277120903,,,
165,,,,,7.539307242029275e-05,,,,0.4370450386092189,,,
166,,,,,0.0001948625417979,,,,0.4370914577951912,,,
167,,,,,0.0002003264622288,,,,0.4371138966394108,,,
168,,,,,9.641277784483616e-05,,,,0.4371151305315137,,,
169,,,,,5.864321442061364e-05,,,,0.4370842369686832,,,
170,,,,,9.77455679691915e-05,,,,0.4370310699587465,,,
171,,,,,0.0001699770820346,,,,0.4370293928945787,,,
172,,,,,6.455425825051743e-05,,,,0.4370208134518957,,,
173,,,,,6.741836674933565e-05,,,,0.4370250455519084,,,
174,,,,,1.1806976178760042e-05,,,,0.4370357157975811,,,
175,,,,,9.91230722539484e-05,,,,0.4369787922603171,,,
176,,,,,6.48552224551341e-05,,,,0.4369493995892759,,,
177,,,,,0.0002277513145004,,,,0.4368234034983648,,,
178,,,,,0.0001338829252717,,,,0.4368626990327565,,,
179,,,,,7.923078778107847e-05,,,,0.4368436234230839,,,
180,,,,,8.779876803158075e-05,,,,0.4368148875956343,,,
181,,,,,3.5258350087582e-05,,,,0.4368217542579024,,,
182,,,,,8.261622443006608e-05,,,,0.4368061738078161,,,
183,,,,,2.8758348658214318e-05,,,,0.4368304177953086,,,
184,,,,,0.000194408022589,,,,0.436828734639863,,,
185,,,,,3.119654491859284e-05,,,,0.4368339401844381,,,
186,,,,,0.0003233402563853,,,,0.4369955615253253,,,
187,,,,,5.40140070580931e-05,,,,0.4369791914486569,,,
188,,,,,6.331568501546164e-05,,,,0.4369547796788617,,,
189,,,,,2.34014896651268e-05,,,,0.4369618042721984,,,
190,,,,,7.256549163405798e-05,,,,0.4369289859561587,,,
191,,,,,5.323937670112597e-05,,,,0.4369040505326794,,,
192,,,,,0.0005414568677843,,,,0.4371665410631656,,,
193,,,,,0.0001408162791364,,,,0.4371374743022215,,,
194,,,,,3.900937136262594e-05,,,,0.4371407273089928,,,
195,,,,,2.900854188368877e-05,,,,0.4371697358508765,,,
196,,,,,2.1361896934176075e-05,,,,0.4371910977478108,,,
197,,,,,8.525740278199443e-05,,,,0.4371981130933549,,,
198,18.0,,,,0.0416128864123322,,,,0.4786026947980909,,,
199,18.0,,,,2.3329355098887835e-05,,,,0.4786091953705371,,,
200,18.0,,,,4.382698778310161e-05,,,,0.4785951022426054,,,
201,18.0,,,,2.1210150358308e-05,,,,0.4786163123929637,,,
202,18.0,,,,3.0297993502730532e-05,,,,0.4786235399219267,,,
203,18.0,,,,0.0001530118873019,,,,0.47858626887891,,,
204,18.0,,,,4.426871989491976e-05,,,,0.4785757751420264,,,
205,17.0,,,,0.0074942060004748,,,,0.4859454375443873,,,
206,17.0,,,,2.0737564983994794e-05,,,,0.485956506883157,,,
207,17.0,,,,5.723989580882876e-05,,,,0.4859208421816599,,,
208,17.0,,,,1.540122458546768e-05,,,,0.4859349997205232,,,
209,17.0,,,,2.1345746079817867e-05,,,,0.485927968818478,,,
210,17.0,,,,6.936344393178785e-05,,,,0.4858828716837338,,,
211,17.0,,,,4.169270490058308e-05,,,,0.4858581956453844,,,
212,17.0,,,,0.040287121136672,,,,0.526068510826525,,,
213,17.0,,,,3.797303405142637e-05,,,,0.526046233560941,,,
214,17.0,,,,0.0001368904833842,,,,0.5260214225630655,,,
215,17.0,,,,0.0394659577996065,,,,0.5653986833105937,,,
216,17.0,,,,4.828826164627721e-05,,,,0.5653628998623801,,,
217,17.0,,,,0.0001379800892852,,,,0.5653498640799088,,,
218,16.0,,,,0.0388857446657305,,,,0.6041956000823203,,,
219,16.0,,,,1.660219128838884e-05,,,,0.6041902438917822,,,
220,16.0,,,,0.0379629575744308,,,,0.6421190945984581,,,
221,16.0,,,,8.70760468525326e-06,,,,0.6421174365448099,,,
222,16.0,,,,0.0022222182415359,,,,0.6441442555390074,,,
223,16.0,,,,0.0371592422650757,,,,0.6812759280865471,,,
224,16.0,,,,1.684053830220334e-05,,,,0.6812733151847439,,,
225,16.0,,,,2.239487872684634e-05,,,,0.6812529220714209,,,
226,16.0,,,,0.0001210498344721,,,,0.6813483152196392,,,
227,16.0,,,,0.0006906289139773,,,,0.6819621522548718,,,
228,16.0,,,,0.0395124219776054,,,,0.7214553869262151,,,
229,16.0,,,,1.0732696366507952e-05,,,,0.7214488208368481,,,
230,16.0,,,,0.0356889704381224,,,,0.7571110650312416,,,
231,16.0,,,,0.0001685565621316,,,,0.7572012745068887,,,
232,16.0,,,,2.537425198226917e-05,,,,0.7571981619265187,,,
233,16.0,,,,0.0353565255250125,,,,0.7925505976499916,,,
234,16.0,,,,5.972830784634358e-05,,,,0.7926005117442438,,,
235,16.0,,,,0.0344114772923981,,,,0.8270027525073412,,,
